STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  275,20141124,  287,   11,   17,   40,    1,    0,    8,   80,    1,   58,   -1,   24,  106,   14,  -14,   24,   67,   80,  452,   31,   12,    5,    1,10246,10278,   23,10175,    1,   14,   22,   75,   12,    3,   93,   98,    6,   73,   13,    6
  275,20141125,   81,   27,   28,   50,   17,    0,    1,   80,   12,   40,  -16,    6,   85,   12,  -29,   12,   42,   50,  373,    0,    0,    0,    1,10247,10274,    1,10202,   24,    7,    7,   70,   16,    2,   92,   98,    2,   82,   11,    5
  275,20141126,  108,   42,   43,   50,   11,   30,    1,   90,   11,   44,   23,    5,   58,   14,   17,    6,   10,   12,  239,    0,   -1,   -1,   18,10150,10196,    1,10111,   24,   50,   21,   63,   12,    6,   88,   97,   21,   79,   13,    3
  275,20141127,  117,   39,   40,   50,    1,   30,    4,   80,    1,   67,   55,   22,   83,   13,   53,   24,    3,    4,  171,   35,   25,   11,   18,10082,10104,    1,10070,   14,   34,   18,   62,   13,    8,   90,   98,   18,   81,   11,    2
  275,20141128,   93,   43,   45,   50,    5,   40,    1,  100,   14,   51,   16,   24,   78,   13,   10,   24,   31,   38,  303,     ,     ,     ,     ,10102,10137,   24,10077,    1,   37,    5,   59,   13,    5,   88,   97,    1,   81,   14,    4
  275,20141129,   94,   39,   40,   50,   10,   30,    5,   90,   12,   20,    5,    8,   31,   13,    0,   12,   24,   29,  229,    0,    0,    0,    1,10154,10166,   20,10138,    1,   26,   23,   56,    1,    5,   92,   96,   22,   88,    1,    3
  277,20141115,  119,   47,   49,   80,   12,   30,    1,  120,   12,   97,   89,    2,  105,   16,   83,    6,    0,    0,  106,   32,   16,    7,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,   95,   24,   89,    1,    2
  277,20141116,  101,   34,   40,   60,   12,   10,    3,   90,   16,   92,   84,   20,   99,    1,   80,   24,    0,    0,   56,  163,  178,   27,    7,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   96,   98,    6,   93,   16,    1
  277,20141117,  110,   45,   46,   50,    3,   40,    1,   80,    5,   92,   74,   24,  118,   14,   67,   24,   31,   36,  341,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   95,    3,   80,   13,    5
  277,20141118,   83,   64,   65,   80,    3,   40,   13,  120,    7,   82,   66,    3,   94,   13,   64,    6,    0,    0,  189,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   96,    3,   83,   15,    3
  277,20141119,   97,   15,   20,   50,    1,   10,   12,   60,    1,   81,   56,   20,  102,   12,   26,   24,   29,   34,  331,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   97,   20,   78,   12,    5
  277,20141120,  135,   31,   32,   50,   19,   20,    2,   80,   19,   65,   37,   24,   89,   12,   23,   24,   40,   48,  352,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   96,    1,   74,   13,    5
  277,20141121,  107,   42,   43,   60,   19,   30,    1,   90,   24,   39,   17,    6,   69,   14,    6,    6,   52,   62,  381,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   96,    3,   77,   14,    5
  277,20141122,  139,   54,   56,   70,    5,   30,   23,  110,   13,   63,   41,    2,   85,   14,   36,    6,   21,   25,  246,    3,    2,    2,    9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   91,   22,   84,   12,    3
  277,20141123,  179,   24,   47,   90,   22,   40,    1,  120,   22,   97,   77,    1,  122,   14,   70,   12,   13,   16,  282,   37,   21,    9,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   97,    6,   85,   12,    4
  277,20141124,  271,   54,   59,  100,    5,   30,   21,  130,    5,   81,   52,   23,  102,   12,   32,   24,   47,   57,  320,   34,   34,   12,    3,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   95,   22,   68,    5,    4
  277,20141125,  140,   19,   34,   70,   22,    0,   12,  110,   23,   61,   43,    5,   89,   14,   15,    6,    7,    9,  206,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   95,   99,   18,   87,   12,    3
  277,20141126,  116,   65,   65,   80,    4,   60,    1,  130,    4,   42,   30,   18,   54,    1,   23,   18,   15,   18,  218,    0,   -1,   -1,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   91,    1,   83,   11,    3
  277,20141127,  121,   61,   61,   80,   18,   50,   10,  110,   17,   44,   35,   22,   51,   15,   31,   24,    0,    0,  113,   13,    8,    6,   22,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   93,    4,   81,   19,    1
  277,20141128,  110,   77,   77,  100,   14,   60,    1,  150,   12,   33,   21,   24,   48,   14,   15,   24,   12,   15,  225,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   81,   85,    1,   77,   13,    3
  277,20141129,  110,   66,   67,   80,    3,   40,   24,  130,    4,   15,   10,   22,   21,    1,    9,    6,    8,   10,  167,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   88,   21,   83,    1,    2
  278,20141115,  115,   19,   23,   40,    9,   10,   21,   70,    9,   96,   77,   24,  110,   15,   69,   24,    3,    3,  155,   10,    6,    3,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   95,  100,   22,   90,   10,    2
  278,20141116,  221,   10,   18,   30,   12,    0,    3,   50,   13,   87,   78,    1,   95,   14,   73,    6,    0,    0,   78,  184,  151,   16,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  100,  100,    1,   99,   22,    1
  278,20141117,  103,   24,   26,   40,   10,   10,   17,   70,   10,   92,   64,    3,  121,   12,   50,   18,   32,   37,  361,   13,    8,    5,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,  100,    1,   75,   13,    5
  278,20141118,   64,   30,   31,   50,    6,   10,   22,   90,    6,   76,   67,    8,   81,   13,   66,    6,    0,    0,  107,    6,    2,    1,   10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   95,    2,   90,   15,    1
  278,20141119,   55,    8,   11,   20,    3,    0,   20,   50,    3,   71,   68,    9,   80,    1,   67,   18,    0,    0,   58,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,   97,    7,   90,   14,    1
  278,20141120,   96,   18,   20,   30,   11,   10,    1,   60,   22,   69,   54,   24,   80,   10,   51,   24,    0,    0,  108,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   97,    5,   82,   23,    1
  278,20141121,   91,   29,   29,   40,   10,   10,    3,   70,   12,   42,   -3,    7,   82,   13,  -15,   12,   68,   80,  478,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   98,    7,   77,   14,    6
  278,20141122,  134,   23,   24,   40,    1,   20,    3,   70,    1,   74,   37,    3,  101,   14,   31,    6,   27,   32,  299,    0,   -1,   -1,    8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   95,    3,   78,   12,    4
  278,20141123,  172,   14,   21,   40,   24,   10,    1,   80,   24,  107,   76,    8,  139,   15,   64,   12,   61,   73,  394,    9,    1,    1,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   98,   24,   76,   13,    6
  278,20141124,  264,   20,   23,   30,    1,    0,   23,   70,    3,   71,   13,   24,  107,   13,   -8,   24,   60,   72,  425,   35,   19,    8,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   99,    5,   70,   13,    6
  278,20141125,   81,   18,   20,   40,   19,    0,    1,   70,   19,   35,  -11,    8,   82,   15,  -23,   12,   43,   52,  355,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   97,  100,    1,   90,   13,    4
  278,20141126,  105,   42,   42,   50,    2,   30,   20,   80,    2,   43,   23,    5,   55,   19,   16,    6,   10,   12,  252,   10,    4,    3,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   95,    1,   79,   14,    3
  278,20141127,  106,   34,   34,   40,   15,   30,    1,   70,   17,   59,   44,   23,   77,   14,   39,   24,    6,    7,  170,   28,   19,   12,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   96,   19,   82,   12,    2
  278,20141128,   93,   49,   49,   70,   14,   30,    4,  100,   12,   40,   15,   24,   64,   13,    9,   24,   18,   22,  266,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   94,    2,   82,   14,    3
  278,20141129,   94,   42,   42,   60,    4,   30,    6,  100,   10,   22,    4,    7,   38,   14,   -1,   12,     ,     ,  297,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   94,    7,   85,   11,    3
  279,20141115,  112,   29,   33,   60,   11,   10,   21,  100,   12,   94,   80,    1,  103,   16,   74,    6,    0,    0,  118,   13,    5,    3,   13,10024,10046,    1,10002,   14,   29,    8,   58,    1,    8,   96,   98,    7,   94,    1,    2
  279,20141116,  150,    6,   22,   40,   18,   10,    1,   60,   18,   91,   83,    3,   99,   14,   79,   24,    0,    0,   52,  193,  231,   24,    9,10001,10023,    1, 9980,   15,    6,    5,   57,   16,    8,   98,   99,    5,   98,    1,    1
  279,20141117,   97,   32,   35,   40,    2,   20,   17,   70,   12,   90,   72,   17,  122,   13,   46,   18,   33,   38,  393,    6,    2,    2,   20,10064,10099,   24,10019,    1,   19,    1,   75,   12,    6,   93,   98,    1,   79,   12,    6
  279,20141118,   62,   41,   42,   60,    4,   20,   20,  100,    4,   74,   63,    7,   81,   13,   58,    6,    0,    0,  106,    0,    0,    0,    1,10125,10153,   24,10101,    1,   27,   23,   57,    1,    8,   94,   98,    2,   88,   14,    1
  279,20141119,   66,    8,   19,   40,    9,    0,   15,   80,    8,   74,   67,    6,   83,   13,   64,    6,    0,    0,  123,    0,    0,    0,    1,10218,10268,   23,10157,    1,   25,    2,   60,    8,    8,   93,   98,    2,   87,   12,    2
  279,20141120,  103,   20,   22,   30,    8,    0,    3,   60,   15,   67,   23,   24,   86,   12,   -5,   24,   10,   12,  244,    0,    0,    0,    1,10276,10284,   10,10269,    1,   22,   24,   60,   15,    7,   92,   98,    1,   83,   12,    3
  279,20141121,   93,   32,   33,   50,   11,   10,    7,   70,   10,   37,   -3,    8,   71,   14,  -25,    6,   66,   78,  451,    0,    0,    0,    1,10239,10271,    1,10207,   24,   13,    3,   64,   14,    2,   92,   98,    1,   83,   14,    5
  279,20141122,  123,   31,   32,   40,    2,   10,   19,   70,    5,   62,   32,    1,   90,   14,   20,    6,   29,   35,  294,    0,   -1,   -1,    8,10184,10201,    1,10171,   15,   50,   20,   60,   13,    7,   92,   97,   20,   83,   13,    4
  279,20141123,  177,   23,   31,   50,   24,   20,    1,   90,   24,  105,   76,    6,  135,   14,   66,    6,   64,   77,  385,   10,    2,    2,   24,10159,10182,    2,10134,   20,   20,   23,   70,   14,    5,   90,   98,   23,   81,   12,    6
  279,20141124,  258,   29,   31,   50,   13,   10,   23,   80,   15,   69,   13,   24,  112,   14,   -4,   24,   64,   77,  451,   38,   30,   11,    3,10236,10273,   22,10160,    1,    3,   23,   75,   11,    3,   91,  100,   24,   73,   12,    6
  279,20141125,   90,   20,   23,   60,   20,    0,    2,   90,   20,   38,   -1,    3,   77,   14,  -10,    6,   35,   42,  312,    0,    0,    0,    1,10256,10275,   10,10216,   24,    1,   10,   60,   14,    6,   98,  100,    3,   94,   14,    4
  279,20141126,  106,   53,   53,   70,    8,   40,   16,  120,    3,   44,   33,    8,   55,   13,   27,   12,   40,   49,  306,    4,    2,    2,   21,10165,10212,    1,10123,   24,   47,    1,   62,    5,    7,   88,   95,    1,   80,   13,    4
  279,20141127,  106,   47,   47,   60,   17,   40,    2,   90,   17,   48,   38,   21,   58,   13,   32,   24,   10,   12,  149,   19,    8,    3,   20,10095,10115,    1,10085,   14,   50,   14,   58,    2,    8,   91,   93,   19,   87,   13,    2
  279,20141128,   97,   65,   65,   80,   14,   50,    1,  130,   16,   31,   15,   24,   50,   13,    7,   24,   11,   14,  239,    0,    0,    0,    1,10122,10157,   24,10091,    1,   50,    5,   58,   13,    6,   87,   92,    4,   81,   14,    3
  279,20141129,   97,   55,   55,   70,   12,   40,   23,  110,   12,   15,    8,    7,   20,   12,    0,   12,     ,     ,  163,    0,    0,    0,    1,10167,10179,   10,10158,    1,   35,   23,   50,    1,    6,   91,   94,   19,   88,    1,    2
  280,20141115,  105,   30,   31,   60,   13,   10,   23,   90,   13,   95,   86,    2,  105,   15,   79,   24,    0,    0,   99,   23,    8,    3,   13,10026,10050,    2,10010,   13,   23,    8,   58,    1,    8,   94,   98,   23,   92,    1,    1
  280,20141116,   92,   19,   25,   40,   12,    0,    2,   80,   18,   90,   80,    3,  100,   12,   75,    6,    0,    0,   59,  178,  184,   22,   10,10003,10024,    1, 9983,   16,    2,    2,   59,   18,    8,   97,   99,    2,   95,   23,    1
  280,20141117,   96,   29,   30,   40,   12,   20,    8,   70,   15,   90,   67,   23,  122,   14,   52,   18,   38,   44,  384,    0,   -1,   -1,   19,10068,10105,   23,10022,    1,   23,    2,   75,   13,    7,   92,   97,   23,   79,   13,    5
  280,20141118,   70,   42,   43,   60,    3,   20,   18,  100,    3,   78,   63,    2,   89,   13,   57,    6,    0,    0,  150,    0,    0,    0,    1,10130,10157,   24,10109,    1,   23,    3,   59,   15,    8,   91,   97,    3,   84,   14,    2
  280,20141119,   75,   15,   18,   40,    1,    0,   17,   60,    1,   72,   30,   17,   95,   12,    1,   18,   18,   21,  264,    0,    0,    0,    1,10219,10268,   23,10161,    1,   29,   17,   62,   13,    6,   91,   98,   17,   79,   12,    4
  280,20141120,  101,   20,   21,   40,   13,   10,   16,   70,   13,   55,    9,   24,   86,   13,  -17,   24,   26,   31,  279,    0,    0,    0,    1,10278,10286,   10,10268,    1,   28,   24,   61,   13,    4,   92,   98,   19,   79,   13,    4
  280,20141121,   96,   30,   30,   50,   13,   20,    1,   80,   12,   33,   -9,    7,   69,   13,  -25,   12,   70,   83,  441,    0,    0,    0,    1,10243,10273,    1,10211,   24,    9,    1,   74,   13,    2,   91,  100,    1,   76,   13,    5
  280,20141122,  120,   29,   30,   40,    1,   10,   21,   80,   15,   60,   35,    1,   86,   14,   30,    6,   27,   32,  247,    3,    3,    3,    9,10184,10204,    1,10171,   14,   50,    4,   60,   14,    8,   89,   94,    5,   81,   14,    3
  280,20141123,  174,   19,   30,   50,   23,   20,    1,   80,   24,  102,   70,    3,  132,   14,   63,    6,   46,   55,  328,   20,   10,    5,   24,10156,10180,    2,10130,   20,   17,   22,   67,   13,    6,   90,   98,   22,   81,   13,    5
  280,20141124,  255,   33,   34,   50,   12,   10,   24,  100,    2,   65,    8,   22,  108,   13,  -14,   24,   65,   79,  425,   34,   33,   17,    3,10231,10271,   23,10157,    1,    1,   24,   75,   11,    3,   89,   99,   24,   72,   14,    6
  280,20141125,  107,   16,   20,   50,   20,    0,    9,   90,   21,   47,   -8,    3,   95,   12,  -22,    6,   29,   35,  306,    0,    0,    0,    1,10257,10273,    9,10224,   24,    1,    3,   67,   13,    6,   95,  100,    1,   85,   12,    4
  280,20141126,  107,   49,   50,   60,    3,   40,    1,  110,   12,   44,   33,   17,   53,   13,   26,   18,    4,    5,  242,    8,    3,    2,   24,10169,10217,    1,10124,   24,   56,    1,   60,   12,    8,   86,   91,    1,   82,   12,    3
  280,20141127,  109,   45,   45,   50,    1,   40,    2,  100,   17,   43,   37,    8,   52,   14,   33,   24,    0,    0,  122,    4,    1,    1,    1,10098,10117,    1,10087,   15,   50,    1,   58,   18,    8,   87,   91,    1,   83,   18,    2
  280,20141128,  101,   60,   60,   70,   11,   50,    2,  120,   11,   32,   19,   24,   52,   13,   12,   24,   15,   19,  220,     ,     ,     ,     ,10127,10163,   24,10096,    1,   56,    5,   58,   12,    7,   82,   87,    7,   76,   13,    3
  280,20141129,  100,   47,   48,   70,    6,   30,    1,  110,    5,   16,   11,   20,   21,    1,    6,   12,    0,    0,  140,    0,    0,    0,    1,10171,10184,   10,10161,    6,   35,   24,   50,    1,    8,   86,   90,   24,   83,   12,    2
  283,20141115,  121,   17,   24,   50,    9,   10,    7,   70,    9,   96,   81,    7,  115,   12,   74,   12,   12,   14,  193,    6,    2,    2,   10,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   97,   23,   84,   12,    3
  283,20141116,  222,   13,   23,   40,   13,   10,    1,   60,   12,   86,   80,   20,   90,   10,   76,   24,    0,    0,   79,  168,  144,   16,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   97,   99,    3,   93,   24,    1
  283,20141117,  103,   29,   32,   40,    3,   20,   17,   70,   10,   93,   72,    2,  123,   13,   64,    6,   61,   70,  489,   13,    4,    3,   18,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   95,    1,   73,   12,    7
  283,20141118,   55,   33,   34,   50,    5,   20,   18,   90,    6,   76,   70,    3,   83,   13,   65,    6,    0,    0,  128,    0,   -1,   -1,    8,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   97,   24,   88,   14,    2
  283,20141119,   35,    8,   13,   30,    4,    0,    7,   50,    4,   72,   68,    8,   77,   15,   68,    6,    0,    0,   80,    0,   -1,   -1,   13,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   97,    1,   87,   12,    1
  283,20141120,   90,   24,   25,   40,   20,    0,    2,   60,   10,   69,   40,   24,   78,   12,   28,   24,    0,    0,  116,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   93,    2,   80,   21,    2
  283,20141121,   87,   30,   31,   40,   10,   20,    1,   70,   13,   45,    6,    8,   89,   13,  -12,    6,   73,   85,  529,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   96,    7,   72,   14,    7
  283,20141122,  128,   21,   23,   40,    2,   10,   18,   60,    2,   70,   32,    4,  114,   14,   24,    6,   56,   66,  438,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   87,   94,   19,   76,   12,    6
  283,20141123,  172,   23,   25,   50,   20,   10,    4,   80,   20,  109,   72,    5,  144,   15,   58,    6,   66,   78,  432,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   84,   95,    4,   73,   13,    6
  283,20141124,  268,   17,   21,   50,    1,    0,   23,   90,    1,   68,   16,   24,  107,    1,  -13,   24,   68,   81,  531,   30,   25,   11,    2,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   99,    8,   68,   13,    7
  283,20141125,   80,   26,   27,   40,   14,   10,    1,   70,   19,   39,   -7,    8,   88,   13,  -31,   12,   48,   57,  397,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,  100,    2,   79,   13,    5
  283,20141126,  101,   39,   40,   50,   10,   30,   16,   80,   13,   45,   26,    3,   56,   18,   15,    6,   10,   12,  231,    5,    2,    2,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   84,   91,    1,   77,   13,    3
  283,20141127,  104,   34,   34,   40,    9,   30,    1,   70,   11,   62,   51,   21,   81,   12,   47,   24,    0,    0,  213,   33,   16,    7,   19,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   93,   20,   79,   11,    3
  283,20141128,   88,   46,   47,   70,   20,   30,    1,  100,   14,   44,   14,   24,   71,   14,    6,   24,   24,   29,  240,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   95,    2,   78,   17,    3
  283,20141129,   90,   42,   43,   60,    2,   20,    8,  100,    2,   23,    8,    8,   34,   12,   -2,   12,    0,    0,  173,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   92,   24,   85,    1,    2
  286,20141115,  111,   44,   45,   60,   10,   30,   21,  100,   11,  100,   87,    1,  112,   15,   81,    6,    0,    0,  128,    5,    2,    1,   11,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,   96,    3,   88,   14,    2
  286,20141116,   95,   33,   38,   60,   14,   10,    2,   90,   15,   90,   82,   18,   98,    1,   80,   24,    0,    0,   42,  150,  200,   28,    9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   97,   99,    3,   95,   13,    1
  286,20141117,   98,   39,   41,   60,   24,   30,    1,   80,   22,   87,   65,   24,  123,   13,   61,   24,   34,   40,  394,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,   98,   19,   82,   12,    6
  286,20141118,   68,   49,   50,   60,    2,   30,   18,  100,    2,   77,   59,    1,   88,   19,   55,    6,    0,    0,  137,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   97,    1,   87,   13,    2
  286,20141119,   62,   19,   20,   50,    1,   10,    7,   70,    1,   75,   56,   19,   96,   15,   45,   18,   26,   31,  276,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   93,  100,   17,   86,   13,    4
  286,20141120,  114,   22,   24,   40,   12,   10,   17,   60,   12,   53,    6,   23,   88,   12,    0,   24,   43,   51,  389,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   92,   99,    1,   77,   13,    5
  286,20141121,   95,   33,   35,   50,   22,   10,    5,   70,   14,   24,   -9,    6,   73,   13,  -19,    6,   48,   57,  421,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   94,  100,    2,   77,   13,    5
  286,20141122,  123,   44,   46,   60,    7,   30,   19,   90,    7,   55,   28,    1,   76,   14,   24,    6,   28,   34,  249,    5,    2,    1,    9,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   89,   94,    1,   84,   14,    3
  286,20141123,  167,   27,   35,   60,   24,   30,    3,  100,   24,   96,   64,    1,  129,   13,   63,    6,   51,   62,  340,    0,   -1,   -1,    6,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   91,   98,   23,   83,   11,    5
  286,20141124,  256,   44,   46,   60,    3,   30,   20,  100,   13,   73,   30,   24,  104,   13,   20,   24,   60,   73,  419,   44,   42,   19,    4,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   90,   97,    1,   74,   13,    6
  286,20141125,  126,   19,   27,   60,   20,   10,    8,   90,   21,   50,   13,    4,   89,   13,    5,    6,   41,   50,  296,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   96,  100,    4,   91,   12,    4
  286,20141126,  112,   60,   60,   70,    9,   50,    1,  120,   10,   41,   30,   19,   53,   13,   24,   18,   13,   16,  238,    3,    3,    3,   24,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   88,   94,    2,   81,   13,    3
  286,20141127,  116,   60,   60,   70,   16,   50,    2,  110,   17,   38,   30,   19,   53,   13,   27,   24,    5,    6,  187,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   85,   91,    3,   81,   12,    2
  286,20141128,  110,   77,   78,   90,   10,   60,    1,  150,   14,   29,   22,    7,   42,   12,   18,   12,   15,   19,  212,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   82,   86,    7,   79,   14,    2
  286,20141129,  109,   63,   64,   90,    1,   50,   19,  130,    1,   15,   11,   16,   24,    1,   11,   18,    0,    0,  124,    0,    0,    0,    1,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,   86,   91,   24,   82,    1,    1
  290,20141115,  117,   20,   24,   50,   10,   10,   17,   90,   11,   95,   78,   24,  110,   15,   71,    6,    0,    0,  162,    3,    1,    1,   11,10025,10045,    1,10008,   13,   15,   24,   59,    1,    7,   89,   98,   24,   83,   10,    2
  290,20141116,  221,   11,   21,   40,   14,   10,    1,   60,   14,   87,   80,    1,   93,   13,   77,    6,    0,    0,   58,  186,  207,   30,    6,10004,10022,    1, 9987,   13,    4,    3,   57,   12,    8,   96,   98,    2,   94,   19,    1
  290,20141117,   95,   26,   28,   40,   11,   20,    1,   70,   11,   90,   68,   20,  117,   12,   49,   24,   56,   64,  433,   10,    5,    3,   19,10062,10092,   24,10020,    1,   47,    1,   75,   10,    5,   88,   95,    1,   74,   14,    6
  290,20141118,   53,   36,   37,   50,    5,   20,   21,  100,    5,   74,   66,    3,   79,   13,   62,    6,    0,    0,   93,   29,    9,    3,   11,10118,10149,   24,10094,    1,   24,   23,   57,    1,    7,   92,   95,   22,   90,   13,    1
  290,20141119,   47,    9,   13,   30,    2,    0,   20,   50,    3,   71,   67,    5,   75,    1,   66,   12,    0,    0,   78,    0,   -1,   -1,    6,10216,10267,   23,10153,    1,   32,    1,   57,    3,    8,   92,   95,    1,   87,   11,    1
  290,20141120,   93,   18,   20,   30,    8,   10,    1,   60,    8,   67,   47,   24,   77,   12,   33,   24,    0,    0,  119,    0,    0,    0,    1,10275,10280,   10,10266,    1,   30,    3,   65,   24,    8,   86,   96,    3,   79,   20,    2
  290,20141121,   83,   25,   26,   40,   13,   10,    1,   70,   12,   44,   -7,    3,   92,   14,  -38,    6,   64,   75,  492,    0,    0,    0,    1,10234,10268,    1,10205,   24,    4,    3,   74,   14,    2,   85,   98,    3,   68,   14,    6
  290,20141122,  124,   19,   20,   30,    1,   10,   18,   70,    5,   73,   38,    1,  116,   13,   29,    6,   41,   48,  394,    0,   -1,   -1,    9,10186,10199,    1,10178,   15,   57,    1,   65,   13,    6,   83,   89,    2,   69,   13,    5
  290,20141123,  172,   21,   24,   40,   13,   10,    1,   80,   23,  114,   79,    4,  150,   15,   68,    6,   59,   70,  417,    0,    0,    0,    1,10164,10187,    8,10140,   20,   59,    7,   75,   11,    5,   81,   91,    7,   70,   11,    6
  290,20141124,  267,   19,   24,   50,    1,   10,   18,  100,    4,   67,    4,   24,  117,    1,  -25,   24,   52,   62,  422,   36,   24,   11,    3,10240,10276,   22,10161,    1,    7,   23,   80,   13,    4,   87,   99,   23,   66,   13,    6
  290,20141125,   72,   21,   22,   40,   20,    0,    3,   70,   22,   37,  -15,    6,   86,   13,  -37,    6,   56,   67,  390,    0,    0,    0,    1,10254,10276,    2,10213,   24,    1,    2,   64,   12,    1,   93,   99,    3,   79,   13,    5
  290,20141126,  100,   38,   38,   50,    2,   30,   17,   90,    7,   43,   29,    8,   56,   15,   18,    6,    7,    8,  256,   10,    8,    7,   21,10162,10209,    1,10123,   24,   58,    4,   63,   14,    7,   82,   89,    4,   72,   15,    3
  290,20141127,  101,   31,   32,   40,   10,   30,    1,   80,   17,   56,   44,    1,   73,   13,   42,    6,    5,    6,  189,   14,    5,    2,   17,10093,10115,    1,10083,   14,   50,   24,   60,    3,    8,   83,   90,   24,   78,   11,    2
  290,20141128,   88,   38,   38,   50,   11,   30,    1,  100,   14,   40,   15,   23,   61,   13,    6,   24,   13,   16,  224,     ,     ,     ,     ,10117,10151,   24,10088,    1,   56,    3,   59,   12,    4,   83,   89,    4,   75,   15,    3
